,w_star,method,gamma,N,expected_return,wasserstein_distance
19051,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 7.93809463e-15]",SAA,1.0,100,28.680000000000053,3.730349362740526e-15
19052,"[5.04153880e-14 4.50619975e-14 2.37731303e-02 9.76226870e-01
 7.26628319e-14]",SAA,1.0,200,28.685230088673055,0.0095092521340089
19053,"[3.30641168e-01 0.00000000e+00 6.93889390e-17 6.69358832e-01
 0.00000000e+00]",SAA,5.0,50,27.830252198466923,0.07036273514086544
19054,"[3.33190748e-01 0.00000000e+00 1.57263525e-16 6.66809252e-01
 2.81133623e-16]",SAA,5.0,100,27.823699778162258,0.07138256709489861
19055,"[2.24031066e-01 7.11236625e-17 0.00000000e+00 7.75968934e-01
 0.00000000e+00]",SAA,5.0,200,28.104240159474983,0.027718694517042453
19056,"[0.00000000e+00 0.00000000e+00 5.05340214e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.68000000030769,0.06425209236453906
19057,[0.         0.         0.12684422 0.87315578 0.        ],SAA,0.1,100,28.707905729048093,0.013514405193720457
19058,[0.         0.         0.06929396 0.93070604 0.        ],SAA,0.1,200,28.695244673368645,0.0365345085047077
19059,"[0.00000000e+00 5.67960029e-15 2.25332956e-01 7.74667044e-01
 0.00000000e+00]",SAA,1.0,50,28.729573250256255,0.09013318228396769
19060,"[3.54994618e-15 4.92586170e-15 4.58356807e-02 9.54164319e-01
 6.29697099e-15]",SAA,1.0,100,28.690083849764598,0.01833427229937204
19061,"[1.58206781e-15 1.66533454e-16 4.99600361e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000156,8.715250743307477e-16
19062,[0. 0. 0. 1. 0.],SAA,5.0,50,28.680000000000014,0.06189373202381742
19063,"[1.51035798e-01 0.00000000e+00 2.75350618e-02 8.21429140e-01
 8.16404236e-17]",SAA,5.0,100,28.29789571176303,0.011014024734268544
19064,"[1.68044137e-01 2.77555756e-17 3.46944695e-18 8.31955863e-01
 0.00000000e+00]",SAA,5.0,200,28.248126568166,0.0053239227363400515
19065,[0.         0.         0.28679828 0.71320172 0.        ],SAA,0.1,50,28.743095621618394,0.05046721932002704
19066,"[5.56749091e-13 1.76419990e-12 0.00000000e+00 1.00000000e+00
 3.73592823e-12]",SAA,0.1,100,28.680000000058005,0.06425209236257418
19067,"[2.79682053e-11 5.16915430e-11 2.94178764e-01 7.05821236e-01
 6.94035013e-11]",SAA,0.1,200,28.744719327497616,0.05341941326097861
19068,"[0.00000000e+00 0.00000000e+00 2.27595720e-15 1.00000000e+00
 6.99440506e-15]",SAA,1.0,50,28.68000000000006,4.1855408028368405e-15
19069,"[9.43689571e-16 0.00000000e+00 6.10622664e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000145,7.216449660063516e-16
19070,"[8.60422844e-16 0.00000000e+00 3.05311332e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000012,7.660538869913579e-16
19071,"[1.65371511e-01 4.92661467e-16 1.73472348e-17 8.34628489e-01
 9.02056208e-17]",SAA,5.0,50,28.254995216368318,0.004254872432475387
19072,"[2.93696035e-01 2.53269627e-16 5.37764278e-17 7.06303965e-01
 0.00000000e+00]",SAA,5.0,100,27.925201189494732,0.05558468206260887
19073,"[0.00000000e+00 4.39682697e-17 3.10572276e-02 9.68942772e-01
 1.33576955e-16]",SAA,5.0,200,28.686832590081924,0.04947084096577727
19074,[0.         0.         0.08336305 0.91663695 0.        ],SAA,0.1,50,28.698339872823944,0.03090687197720055
19075,"[4.26876584e-11 4.47959078e-11 1.84297362e-01 8.15702638e-01
 5.54590626e-11]",SAA,0.1,100,28.720545419182507,0.009466852596797394
19076,"[2.22052186e-12 4.23199438e-12 2.49993471e-01 7.50006529e-01
 5.92650856e-12]",SAA,0.1,200,28.734998563705403,0.03574529606896545
19077,"[0.00000000e+00 5.55111512e-17 0.00000000e+00 1.00000000e+00
 5.93969318e-15]",SAA,1.0,50,28.68000000000002,3.1863400806741988e-15
19078,[0.         0.         0.00740963 0.99259037 0.        ],SAA,1.0,100,28.681630118059985,0.002963851009517418
19079,[1.0269563e-15 0.0000000e+00 1.0269563e-15 1.0000000e+00 0.0000000e+00],SAA,1.0,200,28.680000000000113,1.0991207943789048e-15
19080,"[7.82468576e-01 2.42861287e-16 5.20417043e-17 2.17531424e-01
 2.42861287e-16]",SAA,5.0,50,26.669055759714105,0.025118837581492352
19081,"[2.09765737e-01 2.55004351e-16 0.00000000e+00 7.90234263e-01
 1.14491749e-16]",SAA,5.0,100,28.140902054702714,0.02201256296408713
19082,"[1.51508630e-01 0.00000000e+00 3.12250226e-17 8.48491370e-01
 2.63677968e-16]",SAA,5.0,200,28.290622819717242,0.0012902798397303066
19083,"[1.27987906e-13 2.60469528e-12 3.47840024e-01 6.52159976e-01
 5.11214511e-12]",SAA,0.1,50,28.7565248052699,0.07488391729009894
19084,"[0.00000000e+00 0.00000000e+00 4.68658445e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000285347,0.06425209236453053
19085,"[2.29439833e-13 3.54233602e-12 4.70802375e-01 5.29197625e-01
 6.70294294e-12]",SAA,0.1,200,28.78357652240278,0.12406885755109945
19086,"[0.00000000e+00 1.22124533e-15 0.00000000e+00 1.00000000e+00
 4.30211422e-15]",SAA,1.0,50,28.68000000000004,2.858824288409778e-15
19087,"[1.66533454e-16 0.00000000e+00 3.44169138e-15 1.00000000e+00
 2.33146835e-15]",SAA,1.0,100,28.68000000000003,3.1641356201816957e-15
19088,"[1.55431223e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000145,7.216449660063518e-16
19089,"[2.35922393e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.76941795e-16]",SAA,5.0,50,28.680000000000007,0.06189373202381729
19090,"[1.53048048e-02 0.00000000e+00 0.00000000e+00 9.84695195e-01
 5.55111512e-17]",SAA,5.0,100,28.640666651601123,0.055771810094030115
19091,"[1.78283395e-01 1.45716772e-16 0.00000000e+00 8.21716605e-01
 0.00000000e+00]",SAA,5.0,200,28.22181167458836,0.0094196260169056
19092,[0.         0.         0.03892284 0.96107716 0.        ],SAA,0.1,50,28.688563027368,0.04868295676707934
19093,[0.         0.         0.47778934 0.52221066 0.        ],SAA,0.1,100,28.78511365547407,0.12686364483313176
19094,[0.        0.        0.1859367 0.8140633 0.       ],SAA,0.1,200,28.720906086213656,0.010122588188509286
19095,"[5.55111512e-17 0.00000000e+00 8.32667268e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000074,1.0436096431476468e-15
19096,"[6.38378239e-16 8.32667268e-17 1.38777878e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000014,1.4821477378745837e-15
19097,"[5.55111512e-17 1.11022302e-15 1.16573418e-15 1.00000000e+00
 1.85962357e-15]",SAA,1.0,200,28.679999999999996,2.725597525454759e-15
19098,"[1.66533454e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.24900090e-16]",SAA,5.0,50,28.680000000000007,0.06189373202381731
19099,"[4.00280239e-01 1.83880688e-16 0.00000000e+00 5.99719761e-01
 1.10154941e-16]",SAA,5.0,100,27.651279786781306,0.09821836341878215
19100,"[1.57331624e-01 1.04083409e-17 1.63064007e-16 8.42668376e-01
 0.00000000e+00]",SAA,5.0,200,28.27565772537857,0.0010389177227103294
19101,[0.         0.         0.76948307 0.23051693 0.        ],SAA,0.1,50,28.84928627520058,0.027954681030721518
19102,[0.         0.         0.19819932 0.80180068 0.        ],SAA,0.1,100,28.723603851160345,0.01502763673932147
19103,"[7.60889000e-11 8.42450705e-11 1.72157797e-01 8.27842203e-01
 1.07437796e-10]",SAA,0.1,200,28.717874714346344,0.004611026502122605
19104,"[0.00000000e+00 0.00000000e+00 1.11022302e-16 1.00000000e+00
 6.85562718e-15]",SAA,1.0,50,28.680000000000025,3.5360603334311237e-15
19105,"[0.00000000e+00 5.55111512e-16 9.43689571e-16 1.00000000e+00
 4.71844785e-15]",SAA,1.0,100,28.679999999999996,3.4416913763379853e-15
19106,"[1.13797860e-15 2.22044605e-16 3.88578059e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000007,1.2601031329495524e-15
19107,"[7.56041271e-02 5.89805982e-17 3.46944695e-18 9.24395873e-01
 0.00000000e+00]",SAA,5.0,50,28.485697393360795,0.03165208118502971
19108,"[5.41910117e-01 5.20417043e-18 3.12250226e-17 4.58089883e-01
 0.00000000e+00]",SAA,5.0,100,27.287290998484657,0.12134222104772363
19109,"[8.14364795e-02 0.00000000e+00 5.55111512e-17 9.18563520e-01
 3.60822483e-16]",SAA,5.0,200,28.47070824765285,0.029319140218813197
19110,[0.         0.         0.17771795 0.82228205 0.        ],SAA,0.1,50,28.719097953772774,0.006835086675001623
19111,"[5.54334356e-13 1.65156777e-12 0.00000000e+00 1.00000000e+00
 3.39056561e-12]",SAA,0.1,100,28.680000000051724,0.06425209236270094
19112,"[7.62772279e-13 2.12666110e-12 2.63835104e-01 7.36164896e-01
 3.82566015e-12]",SAA,0.1,200,28.738043723283813,0.04128194938737349
19113,"[3.05311332e-16 6.38378239e-16 7.49400542e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000011,1.093569679255779e-15
19114,"[1.02695630e-15 0.00000000e+00 1.38777878e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000008,9.88098491916389e-16
19115,"[0.00000000e+00 5.55111512e-17 1.88737914e-15 1.00000000e+00
 5.10702591e-15]",SAA,1.0,200,28.680000000000028,3.563815909046752e-15
19116,[0.20568163 0.         0.21649508 0.57782329 0.        ],SAA,5.0,50,28.19902712003209,0.10697695151939571
19117,"[5.77356158e-01 2.01227923e-16 0.00000000e+00 4.22643842e-01
 1.87350135e-16]",SAA,5.0,100,27.196194674273794,0.10716380482813526
19118,[0.07418981 0.         0.         0.92581019 0.        ],SAA,5.0,200,28.48933218237902,0.032217807102263116
19119,[0.        0.        0.3401115 0.6598885 0.       ],SAA,0.1,50,28.75482453155098,0.07179250920882631
19120,"[7.23560101e-13 1.98274730e-12 0.00000000e+00 1.00000000e+00
 3.84431376e-12]",SAA,0.1,100,28.68000000006392,0.0642520923624296
19121,"[3.63572543e-12 4.52394195e-12 1.81872478e-01 8.18127522e-01
 5.11883849e-12]",SAA,0.1,200,28.720011945017703,0.008496898678287592
19122,"[0.00000000e+00 2.55351296e-15 0.00000000e+00 1.00000000e+00
 6.74460487e-15]",SAA,1.0,50,28.68000000000001,4.457545443870003e-15
19123,"[4.44089210e-16 1.36002321e-15 8.60422844e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000046,1.7985612998927535e-15
19124,"[2.99512041e-14 2.26156706e-14 9.40635741e-03 9.90593643e-01
 4.17059602e-14]",SAA,1.0,200,28.682069398629103,0.003762542962665086
19125,"[1.16720512e-01 1.66533454e-16 0.00000000e+00 8.83279488e-01
 0.00000000e+00]",SAA,5.0,50,28.38002828316321,0.015205527068674111
19126,[0.06686536 0.         0.         0.93313464 0.        ],SAA,5.0,100,28.50815603502588,0.03514758961539351
19127,"[2.32270136e-01 0.00000000e+00 0.00000000e+00 7.67729864e-01
 2.01227923e-16]",SAA,5.0,200,28.08306575156215,0.03101432220775637
19128,"[9.66248158e-13 1.31447167e-13 2.04677637e-01 7.95322363e-01
 9.84452408e-13]",SAA,0.1,50,28.72502908017104,0.017618962519440406
19129,"[0.00000000e+00 0.00000000e+00 3.75943721e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000241638,0.06425209236459802
19130,"[0.00000000e+00 1.42911339e-12 4.94616359e-01 5.05383641e-01
 2.44160831e-12]",SAA,0.1,200,28.78881559894919,0.13359445121917496
19131,"[0.00000000e+00 0.00000000e+00 3.33066907e-15 1.00000000e+00
 3.35842465e-15]",SAA,1.0,50,28.680000000000057,3.2696068075210855e-15
19132,"[0.00000000e+00 0.00000000e+00 1.13797860e-15 1.00000000e+00
 2.77555756e-16]",SAA,1.0,100,28.68000000000004,1.3711254354120679e-15
19133,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 5.66213743e-15]",SAA,1.0,200,28.680000000000025,3.0975222387041866e-15
19134,"[2.77555756e-16 3.26128013e-16 0.00000000e+00 1.00000000e+00
 7.77156117e-16]",SAA,5.0,50,28.680000000000007,0.061893732023817094
19135,"[0.00000000e+00 1.28206783e-16 3.79150365e-03 9.96208496e-01
 5.46062860e-17]",SAA,5.0,100,28.680834130801955,0.0603771305657189
19136,"[5.95326300e-01 1.02348685e-16 1.00613962e-16 4.04673700e-01
 0.00000000e+00]",SAA,5.0,200,27.1500114099693,0.09997574812704549
19137,"[1.91856095e-11 3.28980644e-11 2.90357569e-01 7.09642431e-01
 4.14290815e-11]",SAA,0.1,50,28.743878664890364,0.05189093538254234
19138,[0.         0.         0.03700005 0.96299995 0.        ],SAA,0.1,100,28.68814001241112,0.04945207280481928
19139,[0.         0.         0.01440632 0.98559368 0.        ],SAA,0.1,200,28.68316939709339,0.058489563027811636
19140,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.13638004e-15]",SAA,1.0,50,28.680000000000017,2.1926904736346838e-15
19141,"[1.15594092e-15 0.00000000e+00 1.13129707e-01 8.86870293e-01
 2.10850621e-16]",SAA,1.0,100,28.704888535619588,0.04525188294442177
19142,"[5.55111512e-17 6.66133815e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000035,1.2989609388114329e-15
19143,"[5.92390642e-01 0.00000000e+00 0.00000000e+00 4.07609358e-01
 2.38524478e-16]",SAA,5.0,50,27.157556049158252,0.1011500110358301
19144,"[2.83965220e-01 3.23092247e-17 1.55691432e-16 7.16034780e-01
 0.00000000e+00]",SAA,5.0,100,27.950209385532766,0.0516923558310063
19145,"[1.64096094e-01 0.00000000e+00 0.00000000e+00 8.35903906e-01
 2.01227923e-16]",SAA,5.0,200,28.258273037196577,0.003744705766598702
19146,"[3.03312930e-13 1.31997191e-12 0.00000000e+00 1.00000000e+00
 2.58471022e-12]",SAA,0.1,50,28.680000000028354,0.06425209236305551
19147,"[4.73539659e-13 4.57667407e-12 3.55031799e-01 6.44968201e-01
 8.33747470e-12]",SAA,0.1,100,28.75810699567708,0.07776062716176566
19148,"[1.80371854e-11 1.91615766e-11 1.89552740e-01 8.10447259e-01
 2.37259605e-11]",SAA,0.1,200,28.721701602686547,0.011569003852977742
19149,"[0.00000000e+00 0.00000000e+00 1.55431223e-15 1.00000000e+00
 6.21724894e-15]",SAA,1.0,50,28.68000000000005,3.6637359812630166e-15
19150,"[9.43689571e-16 0.00000000e+00 6.66133815e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000021,2.8865798640254066e-16
19151,"[0.00000000e+00 1.16573418e-15 1.33226763e-15 1.00000000e+00
 6.35602682e-15]",SAA,1.0,200,28.68000000000002,4.235500838944972e-15
19152,"[5.26072190e-01 4.44089210e-16 0.00000000e+00 4.73927810e-01
 1.51788304e-15]",SAA,5.0,50,27.327994471556597,0.12767739195386374
19153,"[1.38777878e-17 1.80411242e-16 0.00000000e+00 1.00000000e+00
 9.02056208e-17]",SAA,5.0,100,28.680000000000003,0.061893732023817274
19154,"[2.04790999e-01 0.00000000e+00 6.37409497e-03 7.88834906e-01
 3.60822483e-16]",SAA,5.0,200,28.155089433626156,0.022572305536864533
19155,"[3.44640982e-13 1.31319955e-12 0.00000000e+00 1.00000000e+00
 2.19246843e-12]",SAA,0.1,50,28.680000000036134,0.06425209236324114
19156,"[1.55512476e-11 1.74014363e-11 1.01384610e-02 9.89861539e-01
 2.18213815e-11]",SAA,0.1,100,28.682230461219884,0.06019670795325934
19157,[0.         0.         0.08405142 0.91594858 0.        ],SAA,0.1,200,28.698491311806183,0.030631525676769175
19158,"[1.83186799e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000023,2.4424906541753446e-16
19159,"[0.00000000e+00 0.00000000e+00 2.49800181e-15 1.00000000e+00
 4.85722573e-15]",SAA,1.0,100,28.680000000000053,3.491651412446117e-15
19160,"[0.00000000e+00 9.58864699e-15 1.64571832e-02 9.83542817e-01
 5.65904807e-15]",SAA,1.0,200,28.68362058030468,0.006582873281213389
19161,"[3.46944695e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.22044605e-16]",SAA,5.0,50,28.680000000000007,0.06189373202381728
19162,"[2.61720871e-01 1.42247325e-16 0.00000000e+00 7.38279129e-01
 0.00000000e+00]",SAA,5.0,100,28.007377362801602,0.04279461617827067
19163,"[1.37572135e-01 3.46944695e-17 0.00000000e+00 8.62427865e-01
 0.00000000e+00]",SAA,5.0,200,28.32643961355857,0.006864878102970526
19164,"[4.66959804e-13 1.34744993e-12 0.00000000e+00 1.00000000e+00
 2.64949174e-12]",SAA,0.1,50,28.680000000043055,0.06425209236306131
19165,[0.         0.         0.29637258 0.70362742 0.        ],SAA,0.1,100,28.745201969428415,0.054296941051163145
19166,"[0.00000000e+00 0.00000000e+00 7.17428894e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.680000000435,0.06425209236457527
19167,"[4.91238089e-15 8.89038015e-15 6.19319418e-02 9.38068058e-01
 1.16221681e-14]",SAA,1.0,50,28.693625027201488,0.02477277673016122
19168,"[3.33066907e-16 4.44089210e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000016,4.996003610813204e-16
19169,"[0.00000000e+00 7.77156117e-16 0.00000000e+00 1.00000000e+00
 5.74540415e-15]",SAA,1.0,200,28.68000000000002,3.3695268797373503e-15
19170,"[1.00000000e+00 6.93889390e-17 1.31838984e-16 4.57966998e-16
 0.00000000e+00]",SAA,5.0,50,26.11000000000001,0.06189373202381719
19171,"[0.00000000e+00 2.60208521e-17 7.45931095e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.68000000000001,0.06189373202381735
19172,"[4.51021435e-02 2.63677968e-16 5.55111512e-17 9.54897856e-01
 0.00000000e+00]",SAA,5.0,200,28.564087491185905,0.04385287462084329
19173,"[7.34972926e-14 3.08751055e-12 5.04300965e-01 4.95699035e-01
 6.04648350e-12]",SAA,0.1,50,28.79094621216366,0.1340275218244975
19174,"[0.00000000e+00 0.00000000e+00 2.74724687e-13 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.68000000001664,0.06425209236442822
19175,[0.         0.         0.04329079 0.95670921 0.        ],SAA,0.1,200,28.68952397819172,0.04693577508220914
19176,"[0.00000000e+00 9.15933995e-16 7.49400542e-16 1.00000000e+00
 8.88178420e-16]",SAA,1.0,50,28.68000000000002,1.9539925233402753e-15
19177,"[2.29449065e-14 2.38329907e-14 1.04948582e-01 8.95051418e-01
 3.77695936e-14]",SAA,1.0,100,28.70308868808921,0.041979432890076065
19178,"[5.27355937e-16 0.00000000e+00 1.11022302e-16 1.00000000e+00
 4.69069228e-15]",SAA,1.0,200,28.68000000000001,2.9976021664879223e-15
19179,"[1.29013934e-01 0.00000000e+00 1.28369537e-16 8.70986066e-01
 0.00000000e+00]",SAA,5.0,50,28.34843418896145,0.010288158321318287
19180,"[2.25514052e-17 3.32633227e-16 3.25260652e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.679999999999996,0.06189373202381716
19181,"[2.31153066e-01 3.92047506e-16 1.73472348e-17 7.68846934e-01
 0.00000000e+00]",SAA,5.0,200,28.085936621013474,0.030567494277588224
19182,"[2.59625654e-13 3.29458683e-13 0.00000000e+00 1.00000000e+00
 8.41021697e-13]",SAA,0.1,50,28.680000000013386,0.06425209236398283
19183,[0.         0.         0.20749289 0.79250711 0.        ],SAA,0.1,100,28.725648437404576,0.018745064107608372
19184,[0.         0.         0.69106183 0.30893817 0.        ],SAA,0.1,200,28.832033603795608,0.059323173786062736
19185,"[0.00000000e+00 4.16333634e-16 0.00000000e+00 1.00000000e+00
 2.60902411e-15]",SAA,1.0,50,28.68000000000001,2.137179322403426e-15
19186,"[0.00000000e+00 0.00000000e+00 1.60982339e-15 1.00000000e+00
 1.19904087e-14]",SAA,1.0,100,28.680000000000017,6.0285110237146e-15
19187,"[5.55111512e-17 0.00000000e+00 1.72084569e-15 1.00000000e+00
 7.49400542e-16]",SAA,1.0,200,28.679999999999996,2.081668171172168e-15
19188,"[0.00000000e+00 0.00000000e+00 1.66533454e-16 1.00000000e+00
 4.85722573e-17]",SAA,5.0,50,28.68,0.061893732023817274
19189,"[4.25272909e-01 1.91686944e-16 0.00000000e+00 5.74727091e-01
 4.25874613e-16]",SAA,5.0,100,27.587048623867556,0.10821543157656327
19190,"[3.18380534e-01 0.00000000e+00 1.64798730e-17 6.81619466e-01
 0.00000000e+00]",SAA,5.0,200,27.86176202642337,0.06545848176242991
19191,"[1.44461325e-12 8.55040788e-12 3.04436330e-01 6.95563670e-01
 1.42635060e-11]",SAA,0.1,50,28.746975992439495,0.05752243953534705
19192,"[1.46981049e-12 2.44706289e-12 3.21794122e-02 9.67820588e-01
 2.27343594e-12]",SAA,0.1,100,28.687079470657295,0.051380327489591815
19193,"[1.76795120e-13 1.19798304e-12 3.67095281e-01 6.32904719e-01
 2.10405377e-12]",SAA,0.1,200,28.760760961848675,0.08258602012733629
19194,"[1.05185200e-14 1.54429600e-14 3.68969166e-02 9.63103083e-01
 2.17314343e-14]",SAA,1.0,50,28.688117321649933,0.014758766636591945
19195,"[1.24900090e-15 0.00000000e+00 1.55431223e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000184,8.937295348232509e-16
19196,"[6.93889390e-16 3.33066907e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000005,1.249000902703301e-15
19197,"[3.42598186e-01 0.00000000e+00 0.00000000e+00 6.57401814e-01
 3.31332184e-16]",SAA,5.0,50,27.799522661180756,0.0751455425005802
19198,"[2.16825981e-01 9.19403442e-17 0.00000000e+00 7.83174019e-01
 5.37764278e-17]",SAA,5.0,100,28.122757228060653,0.02483666049592575
19199,"[0.00000000e+00 5.06539255e-16 0.00000000e+00 1.00000000e+00
 4.57966998e-16]",SAA,5.0,200,28.68000000000001,0.0618937320238172
19200,"[0.00000000e+00 0.00000000e+00 1.99143479e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000118543,0.06425209236444954
19201,"[9.50467328e-12 1.02969877e-11 1.50375087e-01 8.49624913e-01
 1.24677842e-11]",SAA,0.1,100,28.71308251891882,0.0041020577422755475
19202,[0.         0.         0.22016086 0.77983914 0.        ],SAA,0.1,200,28.728435397115906,0.0238122512907823
19203,"[0.00000000e+00 0.00000000e+00 7.77156117e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000007,1.06581410364015e-15
19204,[0.0000000e+00 0.0000000e+00 4.4408921e-16 1.0000000e+00 0.0000000e+00],SAA,1.0,100,28.680000000000028,1.398881011027697e-15
