,w_star,method,gamma,N,expected_return,wasserstein_distance
11860,"[6.10622664e-16 0.00000000e+00 3.88578059e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000163,5.218048215738235e-16
11861,"[3.33066907e-16 0.00000000e+00 1.27675648e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000124,8.770761894538735e-16
11862,[0.34779284 0.         0.20211718 0.45008997 0.        ],SAA,5.0,50,27.830638180608045,0.15807027809135524
11863,"[4.16333634e-16 0.00000000e+00 1.05471187e-15 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000042,0.06189373202381719
11864,"[2.49800181e-16 7.97972799e-17 0.00000000e+00 1.00000000e+00
 8.67361738e-17]",SAA,5.0,200,28.680000000000003,0.06189373202381725
11865,"[5.08292559e-11 5.32740151e-11 5.35910460e-02 9.46408954e-01
 6.76212505e-11]",SAA,0.1,50,28.691790029508354,0.04281567393560397
11866,"[9.38860101e-13 3.63908903e-12 0.00000000e+00 1.00000000e+00
 7.60924657e-12]",SAA,0.1,100,28.680000000105103,0.06425209236062425
11867,[0.         0.         0.01080496 0.98919504 0.        ],SAA,0.1,200,28.682377099685723,0.059930106536641936
11868,[0.         0.         0.09401283 0.90598717 0.        ],SAA,1.0,50,28.70068282209478,0.03760513107608707
11869,"[8.88178420e-16 0.00000000e+00 8.60422844e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000074,1.3156142841808103e-15
11870,"[2.49800181e-16 2.77555756e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000006,1.1823875212257916e-15
11871,"[2.81549369e-01 1.49186219e-16 0.00000000e+00 7.18450631e-01
 6.21031004e-16]",SAA,5.0,50,27.956418121934618,0.05072601553499682
11872,"[3.21594605e-01 1.90819582e-17 4.33680869e-18 6.78405395e-01
 8.15320034e-17]",SAA,5.0,100,27.85350186442682,0.06674411008873973
11873,"[2.60261506e-01 1.94289029e-16 0.00000000e+00 7.39738494e-01
 3.53883589e-16]",SAA,5.0,200,28.01112792873242,0.04221087050810188
11874,[0.        0.        0.8681126 0.1318874 0.       ],SAA,0.1,50,28.870984771377664,0.011497130503019544
11875,"[3.19083204e-14 0.00000000e+00 6.26510813e-01 3.73489187e-01
 0.00000000e+00]",SAA,0.1,100,28.81783237895186,0.08514358233792216
11876,"[6.84818216e-11 7.52612001e-11 1.83655490e-01 8.16344510e-01
 9.35271805e-11]",SAA,0.1,200,28.720404206854226,0.009210103570941632
11877,"[0.00000000e+00 0.00000000e+00 3.71924713e-15 1.00000000e+00
 2.41473508e-15]",SAA,1.0,50,28.680000000000085,2.8477220581635264e-15
11878,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 7.32747196e-15]",SAA,1.0,100,28.68000000000001,3.785860513971783e-15
11879,"[0.00000000e+00 0.00000000e+00 5.55111512e-17 1.00000000e+00
 1.94289029e-16]",SAA,1.0,200,28.680000000000042,1.2601031329495524e-15
11880,"[3.54655749e-01 2.56739074e-16 5.72458747e-17 6.45344251e-01
 0.00000000e+00]",SAA,5.0,50,27.76853472505256,0.07996856757889834
11881,"[5.21198175e-01 0.00000000e+00 4.84843582e-02 4.30317467e-01
 2.12937307e-16]",SAA,5.0,100,27.351187248457162,0.12962699788313514
11882,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.43982049e-16]",SAA,5.0,200,28.68,0.061893732023817274
11883,"[0.00000000e+00 0.00000000e+00 2.25719443e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000144236,0.064252092364522
11884,"[0.00000000e+00 0.00000000e+00 3.83845733e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000226723,0.0642520923644623
11885,"[4.11502543e-11 4.63416806e-11 6.16127035e-02 9.38387296e-01
 5.95769491e-11]",SAA,0.1,200,28.69355479423619,0.03960701094887237
11886,"[0.00000000e+00 6.17826880e-15 6.88714186e-02 9.31128581e-01
 3.30044712e-15]",SAA,1.0,50,28.69515171210143,0.02754856745720801
11887,"[6.38378239e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000009,9.603429163007602e-16
11888,"[9.99200722e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.88578059e-16]",SAA,1.0,200,28.680000000000003,1.598721155460225e-15
11889,"[0.00000000e+00 2.22044605e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.68000000000004,0.06189373202381751
11890,"[0.00000000e+00 5.34294831e-16 0.00000000e+00 1.00000000e+00
 4.99600361e-16]",SAA,5.0,100,28.679999999999996,0.06189373202381711
11891,"[4.19781753e-01 1.00180281e-16 0.00000000e+00 5.80218247e-01
 0.00000000e+00]",SAA,5.0,200,27.601160894309636,0.10601896925094872
11892,"[3.65120886e-12 8.82630395e-12 2.32102551e-01 7.67897449e-01
 1.54218278e-11]",SAA,0.1,50,28.731062561091246,0.028588928015054083
11893,"[7.70283098e-11 8.17329921e-11 6.24386936e-02 9.37561306e-01
 1.01416119e-10]",SAA,0.1,100,28.693736511650574,0.03927661491673217
11894,[0.         0.         0.01928376 0.98071624 0.        ],SAA,0.1,200,28.68424243043208,0.056538590201536405
11895,[4.4408921e-16 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00],SAA,1.0,50,28.680000000000042,1.2656542480726783e-15
11896,"[2.49800181e-16 0.00000000e+00 9.99200722e-16 1.00000000e+00
 4.60742555e-15]",SAA,1.0,100,28.68000000000001,3.1918911957973247e-15
11897,"[0.00000000e+00 1.66533454e-16 7.77156117e-16 1.00000000e+00
 2.77555756e-17]",SAA,1.0,200,28.680000000000003,1.5709655798445963e-15
11898,"[8.32667268e-17 0.00000000e+00 5.27355937e-16 1.00000000e+00
 2.77555756e-16]",SAA,5.0,50,28.680000000000025,0.061893732023817274
11899,"[3.40627359e-01 0.00000000e+00 2.42861287e-17 6.59372641e-01
 0.00000000e+00]",SAA,5.0,100,27.80458768689946,0.07435721164941889
11900,"[2.49869114e-01 3.60822483e-16 0.00000000e+00 7.50130886e-01
 2.70616862e-16]",SAA,5.0,200,28.03783637732143,0.038053913529266944
11901,"[4.88414864e-13 2.05574446e-12 0.00000000e+00 1.00000000e+00
 4.21929158e-12]",SAA,0.1,50,28.68000000006671,0.06425209236237323
11902,[0.0000000e+00 0.0000000e+00 1.4754864e-13 1.0000000e+00 0.0000000e+00],SAA,0.1,100,28.680000000008906,0.06425209236442536
11903,"[1.88197437e-13 2.83367722e-12 5.17759806e-01 4.82240194e-01
 5.28520357e-12]",SAA,0.1,200,28.793907157196497,0.12864398540881272
11904,"[1.30451205e-15 0.00000000e+00 6.10622664e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.6800000000001,1.1601830607332883e-15
11905,"[0.00000000e+00 0.00000000e+00 5.82867088e-16 1.00000000e+00
 3.60822483e-15]",SAA,1.0,100,28.68000000000001,2.5923707624997403e-15
11906,"[1.66533454e-16 2.05391260e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000103,1.2323475573339235e-15
11907,"[2.77555756e-16 0.00000000e+00 8.32667268e-17 1.00000000e+00
 4.71844785e-16]",SAA,5.0,50,28.680000000000014,0.06189373202381725
11908,"[2.09524184e-01 0.00000000e+00 3.81639165e-17 7.90475816e-01
 0.00000000e+00]",SAA,5.0,100,28.141522847590167,0.0219159415030095
11909,"[3.35324934e-01 0.00000000e+00 0.00000000e+00 6.64675066e-01
 1.68701858e-16]",SAA,5.0,200,27.818214918720653,0.07223624171615967
11910,[0.         0.         0.35566302 0.64433698 0.        ],SAA,0.1,50,28.758245865451478,0.07801311682101447
11911,"[0.00000000e+00 0.00000000e+00 2.62617705e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000157843,0.06425209236446873
11912,[0.         0.         0.05218956 0.94781044 0.        ],SAA,0.1,200,28.691481704846435,0.04337626834897044
11913,"[1.13797860e-15 0.00000000e+00 1.66533454e-16 1.00000000e+00
 8.88178420e-16]",SAA,1.0,50,28.68000000000004,1.6597834218146088e-15
11914,"[0.00000000e+00 0.00000000e+00 9.43689571e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000085,9.880984919163892e-16
11915,"[3.10862447e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000033,8.548717289613707e-16
11916,"[4.16333634e-17 6.76542156e-16 0.00000000e+00 1.00000000e+00
 5.13478149e-16]",SAA,5.0,50,28.68,0.06189373202381709
11917,"[2.22044605e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.17961196e-16]",SAA,5.0,100,28.680000000000017,0.061893732023817344
11918,"[5.61306710e-01 0.00000000e+00 0.00000000e+00 4.38693290e-01
 8.15320034e-17]",SAA,5.0,200,27.23744175502268,0.11358358393301979
11919,"[0.00000000e+00 0.00000000e+00 4.75508521e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000282867,0.06425209236448574
11920,"[7.34662331e-13 2.20287677e-12 0.00000000e+00 1.00000000e+00
 4.43040049e-12]",SAA,0.1,100,28.680000000071605,0.06425209236218016
11921,"[6.63669081e-14 1.14908153e-12 4.36050664e-01 5.63949336e-01
 2.41074167e-12]",SAA,0.1,200,28.775931145999785,0.11016817313103253
11922,"[0.00000000e+00 0.00000000e+00 4.69069228e-15 1.00000000e+00
 6.27276009e-15]",SAA,1.0,50,28.680000000000117,4.479749904362506e-15
11923,"[0.00000000e+00 0.00000000e+00 1.16573418e-15 1.00000000e+00
 6.60582700e-15]",SAA,1.0,100,28.68000000000003,3.752553823233029e-15
11924,"[3.33066907e-16 1.11022302e-16 1.66533454e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000001,1.5432100042289672e-15
11925,"[1.00000000e+00 0.00000000e+00 1.45716772e-16 0.00000000e+00
 0.00000000e+00]",SAA,5.0,50,26.11000000000003,0.061893732023817524
11926,"[4.62430086e-02 2.25514052e-16 3.81639165e-17 9.53756991e-01
 0.00000000e+00]",SAA,5.0,100,28.56115546786557,0.04339652857876883
11927,"[4.71844785e-16 0.00000000e+00 6.24500451e-17 1.00000000e+00
 1.04083409e-16]",SAA,5.0,200,28.680000000000007,0.06189373202381718
11928,[0.         0.         0.06909658 0.93090342 0.        ],SAA,0.1,50,28.695201252224187,0.03661345946159304
11929,"[0.00000000e+00 1.46169721e-13 1.28613371e-01 8.71386629e-01
 8.02505500e-14]",SAA,0.1,100,28.708294941620156,0.012806743966269775
11930,"[1.65950836e-13 2.05308937e-12 4.25548923e-01 5.74451077e-01
 3.56156684e-12]",SAA,0.1,200,28.77362076302554,0.10596747682980848
11931,"[0.00000000e+00 1.66533454e-16 4.32986980e-15 1.00000000e+00
 4.16333634e-15]",SAA,1.0,50,28.680000000000057,4.019007349143066e-15
11932,"[7.49400542e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000002,1.4266365866433257e-15
11933,"[5.27355937e-16 0.00000000e+00 9.99200722e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000124,8.271161533457415e-16
11934,"[0.00000000e+00 3.22658567e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000007,0.06189373202381726
11935,"[4.70897137e-01 2.79290480e-16 2.04697370e-16 5.29102863e-01
 2.18575158e-16]",SAA,5.0,100,27.469794356767107,0.12646512295406445
11936,"[9.74120576e-02 5.20417043e-17 4.51028104e-17 9.02587942e-01
 2.98372438e-16]",SAA,5.0,200,28.42965101186503,0.022928908967791706
11937,[0.         0.         0.62087136 0.37912864 0.        ],SAA,0.1,50,28.816591699336072,0.08739936387037403
11938,"[0.00000000e+00 2.55773781e-12 3.65552713e-01 6.34447287e-01
 4.85008007e-12]",SAA,0.1,100,28.760421596819192,0.0819689928274234
11939,"[3.87745391e-14 0.00000000e+00 2.71838108e-13 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.680000000017376,0.06425209236441971
11940,[0.         0.         0.08671273 0.91328727 0.        ],SAA,1.0,50,28.699076801265374,0.03468509320540547
11941,"[0.00000000e+00 0.00000000e+00 4.99600361e-15 1.00000000e+00
 4.57966998e-15]",SAA,1.0,100,28.680000000000046,4.468647674116255e-15
11942,"[1.13797860e-15 2.33146835e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000177,1.1601830607332885e-15
11943,"[6.63564124e-02 2.18575158e-16 1.11738210e-02 9.22469767e-01
 0.00000000e+00]",SAA,5.0,50,28.511922260707752,0.03535116705562025
11944,"[1.01597078e-01 2.01227923e-16 4.16333634e-17 8.98402922e-01
 0.00000000e+00]",SAA,5.0,100,28.418895509287466,0.02125490078451181
11945,"[1.96329023e-01 6.59194921e-17 6.93889390e-17 8.03670977e-01
 5.20417043e-17]",SAA,5.0,200,28.17543441109356,0.01663787714449976
11946,"[3.65256437e-11 4.15919937e-11 1.36413699e-01 8.63586301e-01
 5.39619164e-11]",SAA,0.1,50,28.710011013228662,0.009686612878250338
11947,"[6.57051138e-11 7.41937724e-11 9.06339292e-02 9.09366071e-01
 9.43227617e-11]",SAA,0.1,100,28.699939463573546,0.02799852066983016
11948,"[8.17082272e-11 8.64791418e-11 2.18661585e-01 7.81338414e-01
 1.03190651e-10]",SAA,0.1,200,28.728105547783457,0.023212541849375337
11949,[0.         0.         0.03445459 0.96554541 0.        ],SAA,1.0,50,28.687580010765522,0.01378183775197057
11950,"[3.39813492e-14 3.28307456e-14 1.13794688e-01 8.86205312e-01
 4.77566869e-14]",SAA,1.0,100,28.705034831257887,0.045517875015148646
11951,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 9.35362898e-15]",SAA,1.0,200,28.680000000000025,4.457545443870003e-15
11952,"[1.94289029e-16 1.11022302e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000057,0.06189373202381765
11953,"[5.11692494e-02 1.73472348e-16 0.00000000e+00 9.48830751e-01
 1.87350135e-16]",SAA,5.0,100,28.54849502905382,0.041426032265657164
11954,"[5.88879370e-01 2.18575158e-16 0.00000000e+00 4.11120630e-01
 0.00000000e+00]",SAA,5.0,200,27.16658001943199,0.10255452002785401
11955,"[3.28535430e-14 7.60130572e-13 4.92116525e-01 5.07883475e-01
 1.49204744e-12]",SAA,0.1,50,28.788265635470093,0.132594517612387
11956,[0.         0.         0.30893569 0.69106431 0.        ],SAA,0.1,100,28.747965852934144,0.05932218246057499
11957,[0.         0.         0.65252343 0.34747657 0.        ],SAA,0.1,200,28.823555154660397,0.07473853629441349
11958,"[1.58929658e-15 0.00000000e+00 3.14574072e-02 9.68542593e-01
 0.00000000e+00]",SAA,1.0,50,28.686920629574868,0.012582962863191792
11959,"[1.66533454e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.66373598e-15]",SAA,1.0,100,28.68000000000001,2.442490654175344e-15
11960,"[0.00000000e+00 0.00000000e+00 8.88178420e-16 1.00000000e+00
 7.32747196e-15]",SAA,1.0,200,28.68000000000003,3.930189507173054e-15
11961,"[2.47424766e-01 0.00000000e+00 3.72302164e-03 7.48852212e-01
 1.79543880e-16]",SAA,5.0,50,28.04493741578364,0.03856538308665636
11962,[0.54689103 0.         0.         0.45310897 0.        ],SAA,5.0,100,27.274490059977197,0.11934985707768968
11963,[0.11280905 0.         0.         0.88719095 0.        ],SAA,5.0,200,28.39008073713208,0.016770111343983832
11964,"[9.64292509e-12 2.70631673e-11 2.79509777e-01 7.20490223e-01
 3.96669573e-11]",SAA,0.1,50,28.741492150658683,0.047551818494990156
11965,"[9.96036587e-13 3.38676309e-12 0.00000000e+00 1.00000000e+00
 6.41187103e-12]",SAA,0.1,100,28.680000000097372,0.06425209236108465
11966,"[0.00000000e+00 0.00000000e+00 1.80366833e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.68000000011048,0.06425209236446869
11967,[0.        0.        0.1176759 0.8823241 0.       ],SAA,1.0,50,28.705888698029405,0.04707036004672453
11968,"[0.00000000e+00 4.16333634e-16 1.02695630e-15 1.00000000e+00
 4.38538095e-15]",SAA,1.0,100,28.68000000000003,3.05311331771918e-15
11969,"[1.44328993e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000177,4.773959005888172e-16
11970,"[2.49800181e-16 1.04083409e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.68000000000001,0.06189373202381729
11971,"[2.49800181e-16 8.32667268e-17 6.93889390e-18 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000003,0.06189373202381726
11972,"[1.75161759e-01 6.07153217e-17 0.00000000e+00 8.24838241e-01
 0.00000000e+00]",SAA,5.0,200,28.22983428015229,0.008170971454428175
11973,"[3.58678345e-11 4.07657730e-11 1.52023896e-01 8.47976104e-01
 5.15685835e-11]",SAA,0.1,50,28.713445256609752,0.0034425340314021384
11974,"[6.17922380e-13 1.75290338e-12 0.00000000e+00 1.00000000e+00
 3.08336690e-12]",SAA,0.1,100,28.6800000000503,0.06425209236274183
11975,[0.        0.        0.0152026 0.9847974 0.       ],SAA,0.1,200,28.6833445753831,0.05817105061972897
11976,"[0.00000000e+00 6.81851818e-15 3.92147543e-02 9.60785246e-01
 4.28101979e-15]",SAA,1.0,50,28.688627245954244,0.015685901735043084
11977,"[4.81610311e-14 3.69463801e-14 1.91243736e-02 9.80875626e-01
 6.57105893e-14]",SAA,1.0,100,28.684207362191138,0.007649749439490566
11978,"[5.27355937e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 6.46704912e-15]",SAA,1.0,200,28.680000000000042,3.3750779948604757e-15
11979,"[0.00000000e+00 2.59341160e-16 1.07552856e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000003,0.06189373202381725
11980,[0.40304407 0.         0.         0.59695593 0.        ],SAA,5.0,100,27.644176734532124,0.0993238968427794
11981,[0.00460497 0.         0.         0.99539503 0.        ],SAA,5.0,200,28.66816521815229,0.06005174263117582
11982,[0.         0.         0.51369797 0.48630203 0.        ],SAA,0.1,50,28.793013553107276,0.1302687202496996
11983,"[4.89434851e-12 1.52475251e-11 3.23971444e-01 6.76028556e-01
 2.27404962e-11]",SAA,0.1,100,28.75127371753364,0.06533648529361721
11984,[0.         0.         0.00529533 0.99470467 0.        ],SAA,0.1,200,28.68116497215285,0.062133961291516715
11985,"[0.00000000e+00 0.00000000e+00 1.63757896e-15 1.00000000e+00
 1.55431223e-15]",SAA,1.0,50,28.680000000000053,1.9484414082171494e-15
11986,"[1.83186799e-15 5.55111512e-16 5.55111512e-17 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000167,8.65973959207622e-16
11987,"[9.99200722e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.66533454e-16]",SAA,1.0,200,28.680000000000028,1.343369859796439e-15
11988,"[6.21505371e-01 1.99276359e-16 6.34296873e-03 3.72151661e-01
 0.00000000e+00]",SAA,5.0,50,27.08412665058799,0.08950411972212718
11989,"[3.36141598e-01 0.00000000e+00 5.20417043e-17 6.63858402e-01
 6.01949046e-16]",SAA,5.0,100,27.81611609391463,0.07256290705561777
11990,"[1.42965586e-01 2.60208521e-16 0.00000000e+00 8.57034414e-01
 0.00000000e+00]",SAA,5.0,200,28.31257844519348,0.0047074978126845895
11991,"[4.73006776e-14 1.01584618e-12 5.35006392e-01 4.64993608e-01
 2.04918825e-12]",SAA,0.1,50,28.79770140622455,0.12174535085304343
11992,"[4.03843625e-14 0.00000000e+00 4.13835632e-14 1.00000000e+00
 5.88418203e-15]",SAA,0.1,100,28.680000000001442,0.06425209236439836
11993,[0.         0.         0.07855773 0.92144227 0.        ],SAA,0.1,200,28.697282702866147,0.03282899839567734
11994,"[7.77156117e-16 0.00000000e+00 8.88178420e-16 1.00000000e+00
 6.55031585e-15]",SAA,1.0,50,28.680000000000053,3.796962744218035e-15
11995,"[3.33066907e-16 5.55111512e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000023,2.55351295663786e-16
11996,"[1.66533454e-16 0.00000000e+00 1.72084569e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000018,5.884182030513329e-16
11997,"[2.61970063e-01 0.00000000e+00 1.21430643e-17 7.38029937e-01
 1.11022302e-16]",SAA,5.0,50,28.006736938096015,0.04289429317524665
11998,"[5.46040234e-01 6.59194921e-17 1.10154941e-16 4.53959766e-01
 0.00000000e+00]",SAA,5.0,100,27.276676599419382,0.11969017450060099
11999,[0.0000000e+00 1.5959456e-16 0.0000000e+00 1.0000000e+00 0.0000000e+00],SAA,5.0,200,28.68000000000001,0.061893732023817344
12000,"[2.64728060e-13 1.79039219e-12 8.46236483e-01 1.53763517e-01
 3.21332009e-12]",SAA,0.1,50,28.866172026246854,0.002746685579357113
12001,"[2.51175235e-11 3.90734740e-11 2.54650609e-01 7.45349391e-01
 5.04636482e-11]",SAA,0.1,100,28.736023133558966,0.037608151292698164
12002,"[4.67976607e-15 7.58270847e-13 3.49340689e-01 6.50659311e-01
 1.34351665e-12]",SAA,0.1,200,28.756854951619104,0.07548418333648849
12003,[0.         0.         0.01077969 0.98922031 0.        ],SAA,1.0,50,28.68237153164409,0.004311875714368588
12004,"[4.99600361e-16 0.00000000e+00 3.60822483e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000008,1.071365218763276e-15
12005,[1.0269563e-15 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00],SAA,1.0,200,28.68000000000013,6.60582699651968e-16
12006,"[4.71844785e-16 1.38777878e-17 0.00000000e+00 1.00000000e+00
 5.96744876e-16]",SAA,5.0,50,28.680000000000003,0.06189373202381711
12007,"[0.00000000e+00 6.93889390e-18 1.73472348e-17 1.00000000e+00
 3.12250226e-17]",SAA,5.0,100,28.680000000000007,0.06189373202381736
12008,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.36536354e-16]",SAA,5.0,200,28.680000000000014,0.0618937320238173
12009,"[1.77802217e-13 1.03780873e-12 0.00000000e+00 1.00000000e+00
 1.89931404e-12]",SAA,0.1,50,28.68000000003023,0.06425209236347526
12010,[0.0000000e+00 0.0000000e+00 3.6165515e-12 1.0000000e+00 0.0000000e+00],SAA,0.1,100,28.68000000022424,0.06425209236453408
12011,"[1.62391861e-12 2.58276073e-12 2.16668106e-01 7.83331894e-01
 4.00314972e-12]",SAA,0.1,200,28.727666983375336,0.022415150126812708
12012,"[9.43689571e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000202,1.4432899320127033e-16
12013,"[0.00000000e+00 4.99600361e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000006,1.1657341758564142e-15
12014,[0. 0. 0. 1. 0.],SAA,1.0,200,28.680000000000152,5.10702591327572e-16
12015,"[1.02042097e-01 0.00000000e+00 0.00000000e+00 8.97957903e-01
 2.60208521e-16]",SAA,5.0,50,28.417751811473117,0.02107689334258867
12016,"[2.83015996e-01 0.00000000e+00 1.58206781e-15 7.16984004e-01
 2.77555756e-17]",SAA,5.0,100,27.95264888972045,0.051312666463274356
12017,"[4.28176546e-01 2.68882139e-16 1.11889664e-16 5.71823454e-01
 1.42247325e-16]",SAA,5.0,200,27.579586276240665,0.10937688646012629
12018,"[1.52080578e-13 1.00262743e-12 5.92926782e-01 4.07073218e-01
 2.17390098e-12]",SAA,0.1,50,28.810443892094533,0.09857719472428866
12019,"[4.19859813e-14 2.22421839e-12 5.37880018e-01 4.62119982e-01
 3.86798054e-12]",SAA,0.1,100,28.798333603901845,0.12059590050700916
12020,"[0.00000000e+00 0.00000000e+00 3.74886233e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.680000000231352,0.06425209236453054
12021,"[0.00000000e+00 4.99600361e-16 7.21644966e-16 1.00000000e+00
 5.91193761e-15]",SAA,1.0,50,28.680000000000007,3.669287096386142e-15
12022,"[7.49400542e-16 9.99200722e-16 5.55111512e-17 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000003,1.548761119352093e-15
12023,"[5.27355937e-16 0.00000000e+00 7.77156117e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000053,1.3156142841808103e-15
12024,"[3.55530363e-01 3.75486317e-16 3.16428161e-02 6.12826821e-01
 9.51387406e-17]",SAA,5.0,50,27.773248386243917,0.0929755396970556
12025,"[3.67761377e-16 2.25514052e-16 0.00000000e+00 1.00000000e+00
 3.97251676e-16]",SAA,5.0,100,28.680000000000007,0.06189373202381722
12026,"[1.30417563e-01 0.00000000e+00 1.54390389e-16 8.69582437e-01
 0.00000000e+00]",SAA,5.0,200,28.344826862051463,0.009726706662174067
12027,"[3.06082759e-12 4.23230151e-12 2.58710157e-01 7.41289843e-01
 6.84635973e-12]",SAA,0.1,50,28.736916234460292,0.0392319703698929
12028,"[2.50168828e-11 2.94137965e-11 7.39918169e-02 9.26008183e-01
 3.66047868e-11]",SAA,0.1,100,28.696278199390612,0.034655365583696265
12029,"[5.47708254e-13 1.14541570e-12 2.43031796e-01 7.56968204e-01
 2.49686151e-12]",SAA,0.1,200,28.7334669956861,0.03296062604941623
12030,[0.         0.         0.06752505 0.93247495 0.        ],SAA,1.0,50,28.694855510288065,0.027010018705067945
12031,"[1.94289029e-16 0.00000000e+00 9.15933995e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000167,4.218847493575594e-16
12032,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.66453526e-15]",SAA,1.0,200,28.68000000000004,1.8762769116165144e-15
12033,"[2.12712869e-16 9.92185879e-17 4.70087665e-02 9.52991233e-01
 0.00000000e+00]",SAA,5.0,50,28.690341928637608,0.04309022540999565
12034,"[8.05002649e-01 0.00000000e+00 5.55111512e-17 1.94997351e-01
 0.00000000e+00]",SAA,5.0,100,26.611143192857853,0.016105208498804986
12035,"[8.01219250e-02 0.00000000e+00 0.00000000e+00 9.19878075e-01
 2.98372438e-16]",SAA,5.0,200,28.474086652845415,0.029844962038666455
12036,[0.         0.         0.01873203 0.98126797 0.        ],SAA,0.1,50,28.68412104685246,0.05675928159402707
12037,"[3.36637248e-11 3.53063950e-11 1.32826232e-01 8.67173768e-01
 4.51344410e-11]",SAA,0.1,100,28.709221770681356,0.01112159945315437
12038,"[0.00000000e+00 0.00000000e+00 1.92762473e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.68000000011324,0.06425209236443817
12039,"[5.55111512e-17 6.66133815e-16 0.00000000e+00 1.00000000e+00
 2.08166817e-15]",SAA,1.0,50,28.679999999999996,2.137179322403426e-15
12040,"[0.00000000e+00 0.00000000e+00 2.85882429e-15 1.00000000e+00
 4.88498131e-15]",SAA,1.0,100,28.680000000000078,3.480549182199865e-15
12041,"[0.00000000e+00 0.00000000e+00 8.32667268e-17 1.00000000e+00
 1.11022302e-16]",SAA,1.0,200,28.680000000000046,1.2712053631958042e-15
12042,"[1.69190480e-02 2.08166817e-17 2.77555756e-17 9.83080952e-01
 0.00000000e+00]",SAA,5.0,50,28.636518046705593,0.05512611283402599
