,w_star,method,gamma,N,expected_return
17152,[0.29624696 0.24077888 0.         0.26906579 0.19390837],Bayesian,1.0,50,0.026210554934200003
17153,[0.27728245 0.22239363 0.         0.29892808 0.20139584],Bayesian,1.0,100,0.0262893969274
17154,"[3.80403253e-01 1.38179807e-01 4.51028104e-17 4.81416940e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027222879709500002
17155,[0.28779724 0.21867152 0.         0.28978502 0.20374622],Bayesian,1.0,50,0.0262647129288
17156,[0.28911855 0.22276004 0.         0.28331578 0.20480562],Bayesian,1.0,100,0.0262423624109
17157,"[2.70552632e-01 2.25567259e-01 8.32667268e-17 2.91054787e-01
 2.12825322e-01]",Bayesian,1.0,200,0.026244247398030003
17158,"[2.66017773e-01 2.32163388e-01 5.55111512e-17 2.73524080e-01
 2.28294758e-01]",Bayesian,1.0,50,0.026163400927350002
17159,[0.29633689 0.21969806 0.         0.27921268 0.20475237],Bayesian,1.0,100,0.0262346762595
17160,[0.29991066 0.21570355 0.         0.30841698 0.1759688 ],Bayesian,1.0,200,0.026368878398500002
17161,"[2.73522236e-01 2.32443438e-01 2.77555756e-17 2.79007440e-01
 2.15026885e-01]",Bayesian,1.0,50,0.02620284811244
17162,[0.28022794 0.22802091 0.         0.27139358 0.22035757],Bayesian,1.0,100,0.0261769725715
17163,[0.29067547 0.22780423 0.         0.28765868 0.19386161],Bayesian,1.0,200,0.0262701058322
17164,[0.28022428 0.24259604 0.         0.26746963 0.20971005],Bayesian,1.0,50,0.0261743201166
17165,[0.28135041 0.24257098 0.         0.25584446 0.22023415],Bayesian,1.0,100,0.026124154470700003
17166,"[5.01487302e-01 0.00000000e+00 6.24500451e-17 4.98512698e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027391177633860002
17167,[0.26990104 0.23551251 0.         0.28767085 0.20691561],Bayesian,1.0,50,0.0262380059593
17168,"[2.75631072e-01 2.23381503e-01 5.55111512e-17 2.93473674e-01
 2.07513751e-01]",Bayesian,1.0,100,0.02626268245005
17169,[0.28906304 0.21186089 0.         0.3062333  0.19284278],Bayesian,1.0,200,0.026334158475699997
17170,[0.27392408 0.23022021 0.         0.27642901 0.2194267 ],Bayesian,1.0,50,0.026189730835699997
17171,[0.28344465 0.22842685 0.         0.28474706 0.20338144],Bayesian,1.0,100,0.0262436896
17172,[0.37048365 0.         0.         0.62951635 0.        ],Bayesian,1.0,200,0.0277278570195
17173,[0.27305014 0.22803526 0.         0.27761379 0.22130081],Bayesian,1.0,50,0.026191125143000003
17174,[0.26536182 0.2284839  0.         0.30106227 0.20509201],Bayesian,1.0,100,0.0262822669446
17175,"[2.79284028e-01 2.15849553e-01 2.77555756e-17 3.12706883e-01
 1.92159536e-01]",Bayesian,1.0,200,0.02634852418713
17176,[0.27744854 0.22986945 0.         0.26126588 0.23141614],Bayesian,1.0,50,0.0261279379175
17177,"[3.75617563e-01 1.81025992e-01 1.24900090e-16 4.43356444e-01
 0.00000000e+00]",Bayesian,1.0,100,0.027086502642170003
17178,[0.27238226 0.22158531 0.         0.31830446 0.18772798],Bayesian,1.0,200,0.026366300942899996
17179,"[2.73553914e-01 2.31838349e-01 2.77555756e-17 2.75818145e-01
 2.18789592e-01]",Bayesian,1.0,50,0.02618793420599
17180,[0.28210411 0.22688406 0.         0.28892435 0.20208748],Bayesian,1.0,100,0.026258311089100005
17181,[0.27936587 0.23026814 0.         0.30069149 0.1896745 ],Bayesian,1.0,200,0.026309464018299998
17182,[0.27451646 0.23783592 0.         0.26876419 0.21888343],Bayesian,1.0,50,0.0261642266204
17183,[0.28548442 0.23368947 0.         0.27464756 0.20617855],Bayesian,1.0,100,0.0262075991047
17184,"[4.45486899e-01 1.61366342e-01 1.73472348e-18 3.93146759e-01
 0.00000000e+00]",Bayesian,1.0,200,0.026975157462830003
17185,"[2.77798522e-01 2.26293321e-01 2.77555756e-17 2.76929089e-01
 2.18979067e-01]",Bayesian,1.0,50,0.026195414144409998
17186,[0.28171241 0.22846464 0.         0.2882339  0.20158905],Bayesian,1.0,100,0.0262560760805
17187,"[4.40102732e-01 1.77796761e-01 0.00000000e+00 3.82100508e-01
 8.32667268e-17]",Bayesian,1.0,200,0.026931981246770004
17188,[0.29321459 0.23824759 0.         0.26367774 0.20486008],Bayesian,1.0,50,0.0261778490064
17189,[0.26101355 0.22062516 0.         0.29932481 0.21903648],Bayesian,1.0,100,0.0262579617113
17190,"[3.54483976e-01 1.70192150e-01 0.00000000e+00 4.75323874e-01
 1.45716772e-16]",Bayesian,1.0,200,0.027178409421180005
17191,[0.29546338 0.22681571 0.         0.27020107 0.20751984],Bayesian,1.0,50,0.026199769319700004
17192,"[2.81698059e-01 2.16617187e-01 5.20417043e-17 3.19138407e-01
 1.82546347e-01]",Bayesian,1.0,100,0.02638291578798
17193,"[4.20412219e-01 1.50741583e-01 7.63278329e-17 4.28846198e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027076467304160003
17194,[0.28520753 0.23459221 0.         0.26261417 0.21758609],Bayesian,1.0,50,0.0261538442742
17195,"[2.86668022e-01 2.33295369e-01 2.77555756e-17 2.81958025e-01
 1.98078585e-01]",Bayesian,1.0,100,0.02624237464921
17196,"[2.76147848e-01 2.22447268e-01 2.77555756e-17 3.14558836e-01
 1.86846048e-01]",Bayesian,1.0,200,0.02635760079468
17197,[0.28370731 0.2287524  0.         0.27122812 0.21631217],Bayesian,1.0,50,0.0261836966203
17198,"[2.97192256e-01 2.37431599e-01 2.77555756e-17 2.59697481e-01
 2.05678664e-01]",Bayesian,1.0,100,0.02616677426555
17199,"[4.58231054e-01 1.32280621e-01 6.59194921e-17 4.09488324e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027043332407670005
17200,[0.28530475 0.22912317 0.         0.27492889 0.21064319],Bayesian,1.0,50,0.0262038150376
17201,[0.28546722 0.2248795  0.         0.29775663 0.19189665],Bayesian,1.0,100,0.026302482454600006
17202,"[3.20619466e-01 1.20240370e-01 8.23993651e-17 5.59140164e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027438773888480004
17203,"[2.67921440e-01 2.19033235e-01 2.77555756e-17 3.01054994e-01
 2.11990330e-01]",Bayesian,1.0,50,0.02627744006007
17204,[0.27136332 0.21544343 0.         0.30581605 0.20737719],Bayesian,1.0,100,0.0263018099237
17205,[0.30625235 0.23111281 0.         0.28894828 0.17368656],Bayesian,1.0,200,0.026309380489800003
17206,[0.27524474 0.23234538 0.         0.27108524 0.22132464],Bayesian,1.0,50,0.0261704216696
17207,[0.30823106 0.22906725 0.         0.28815785 0.17454384],Bayesian,1.0,100,0.026307535538300002
17208,"[2.97931794e-01 2.18236897e-01 2.77555756e-17 2.99565302e-01
 1.84266007e-01]",Bayesian,1.0,200,0.02632783622533
17209,"[2.70020425e-01 2.26775747e-01 2.77555756e-17 2.91364881e-01
 2.11838947e-01]",Bayesian,1.0,50,0.02624586040416
17210,[0.29048028 0.21877082 0.         0.28792721 0.20282168],Bayesian,1.0,100,0.026261633088200002
17211,"[4.03027030e-01 1.15118620e-01 3.13063377e-17 4.81854349e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027244758892820003
17212,"[2.95927909e-01 2.21045220e-01 2.77555756e-17 2.77458702e-01
 2.05568169e-01]",Bayesian,1.0,50,0.02622738159997
17213,"[2.81126216e-01 2.24724444e-01 2.77555756e-17 2.84458251e-01
 2.09691089e-01]",Bayesian,1.0,100,0.0262341019037
17214,"[3.83331452e-01 1.38896483e-01 6.59194921e-17 4.77772065e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027212867372350003
17215,[0.26462296 0.23865625 0.         0.28524751 0.21147328],Bayesian,1.0,50,0.0262201520453
17216,[0.28388778 0.22794819 0.         0.28292494 0.20523909],Bayesian,1.0,100,0.0262358522811
17217,[0.3778453  0.14368633 0.         0.47846837 0.        ],Bayesian,1.0,200,0.027210346013900003
17218,[0.27630231 0.21555859 0.         0.28829815 0.21984095],Bayesian,1.0,50,0.026232630481
17219,"[2.88951738e-01 2.36280724e-01 2.77555756e-17 2.74857967e-01
 1.99909570e-01]",Bayesian,1.0,100,0.026217906827380004
17220,[0.30204221 0.20916494 0.         0.32062943 0.16816342],Bayesian,1.0,200,0.0264212137885
17221,[0.28481274 0.23784164 0.         0.2810274  0.19631823],Bayesian,1.0,50,0.026239289019199998
17222,[0.27635193 0.22097902 0.         0.2989179  0.20375115],Bayesian,1.0,100,0.026286098165500003
17223,"[2.83914482e-01 2.24049263e-01 1.38777878e-17 2.89038745e-01
 2.02997510e-01]",Bayesian,1.0,200,0.026259400043650002
17224,[0.262225   0.23040402 0.         0.27152279 0.23584819],Bayesian,1.0,50,0.0261452629456
17225,[0.27967528 0.22321819 0.         0.28923024 0.20787629],Bayesian,1.0,100,0.0262512241061
17226,"[3.81802253e-01 1.17909940e-01 0.00000000e+00 5.00287808e-01
 1.38777878e-17]",Bayesian,1.0,200,0.027289620746669997
17227,[0.27522697 0.23164183 0.         0.28639152 0.20673967],Bayesian,1.0,50,0.026238540735199996
17228,"[2.73267512e-01 2.35246469e-01 4.16333634e-17 2.82179507e-01
 2.09306512e-01]",Bayesian,1.0,100,0.026219517942730003
17229,[0.27520722 0.22365611 0.         0.30727007 0.1938666 ],Bayesian,1.0,200,0.0263242310429
17230,[0.28473599 0.24149386 0.         0.25603892 0.21773122],Bayesian,1.0,50,0.0261304540347
17231,[0.27217825 0.2202232  0.         0.28870219 0.21889636],Bayesian,1.0,100,0.026231293773500003
17232,[0.29901254 0.2295041  0.         0.29497028 0.17651308],Bayesian,1.0,200,0.0263208496852
17233,[0.27627211 0.23183407 0.         0.28976116 0.20213266],Bayesian,1.0,50,0.026255919484400002
17234,[0.30101462 0.22474334 0.         0.28793747 0.18630457],Bayesian,1.0,100,0.026288162471800002
17235,[0.30274331 0.20501821 0.         0.30667621 0.18556228],Bayesian,1.0,200,0.0263555065314
17236,[0.27787731 0.23713205 0.         0.28379188 0.20119875],Bayesian,1.0,50,0.026237612438
17237,[0.26138301 0.2194971  0.         0.32895265 0.19016725],Bayesian,1.0,100,0.0263908383891
17238,"[4.02058911e-01 1.30675787e-01 6.76542156e-17 4.67265302e-01
 5.55111512e-17]",Bayesian,1.0,200,0.027193263617840004
17239,"[2.68871563e-01 2.31802422e-01 4.16333634e-17 2.78381905e-01
 2.20944110e-01]",Bayesian,1.0,50,0.026190397183750002
17240,"[2.78377882e-01 2.25289953e-01 9.71445147e-17 2.86570015e-01
 2.09762149e-01]",Bayesian,1.0,100,0.026238883007170005
17241,[0.27705724 0.21533165 0.         0.29700706 0.21060405],Bayesian,1.0,200,0.0262730438427
17242,[0.28471376 0.25354483 0.         0.27126867 0.19047274],Bayesian,1.0,50,0.0262113577467
17243,"[2.80364774e-01 2.38789845e-01 2.77555756e-17 2.70903107e-01
 2.09942274e-01]",Bayesian,1.0,100,0.02618612153567
17244,"[4.38127459e-01 2.01999214e-01 1.21430643e-17 3.59873327e-01
 0.00000000e+00]",Bayesian,1.0,200,0.02685307515779
17245,[0.27446413 0.22830835 0.         0.28999136 0.20723615],Bayesian,1.0,50,0.026249834249599997
17246,[0.29504083 0.23036681 0.         0.26227153 0.21232084],Bayesian,1.0,100,0.026166928742999997
17247,"[2.80585171e-01 2.24503090e-01 2.77555756e-17 2.99897529e-01
 1.95014210e-01]",Bayesian,1.0,200,0.026302306443230002
17248,[0.28024371 0.22603273 0.         0.28597535 0.20774821],Bayesian,1.0,50,0.0262405731472
17249,[0.27950014 0.2201715  0.         0.29008856 0.2102398 ],Bayesian,1.0,100,0.026251610435200003
17250,[0.29931573 0.20699183 0.         0.35265197 0.14104046],Bayesian,1.0,200,0.026557814567
17251,[0.28138778 0.24971838 0.         0.25784881 0.21104503],Bayesian,1.0,50,0.0261406079918
17252,[0.28615646 0.22605293 0.         0.29207098 0.19571963],Bayesian,1.0,100,0.026279435895700004
17253,[0.28798222 0.22436991 0.         0.29029095 0.19735692],Bayesian,1.0,200,0.0262732159669
17254,[0.28414994 0.23205982 0.         0.27280703 0.21098321],Bayesian,1.0,50,0.026195062633800004
17255,"[2.73131166e-01 2.38885786e-01 5.55111512e-17 2.80792300e-01
 2.07190748e-01]",Bayesian,1.0,100,0.026216760859960005
17256,"[3.65504305e-01 1.34090362e-01 1.49186219e-16 5.00405333e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027275360380010005
17257,"[2.74374589e-01 2.49262915e-01 2.77555756e-17 2.74039298e-01
 2.02323199e-01]",Bayesian,1.0,50,0.0261994606244
17258,"[2.89648751e-01 2.36219130e-01 1.38777878e-17 2.63871520e-01
 2.10260599e-01]",Bayesian,1.0,100,0.026169749633330002
17259,[0.27971182 0.22980221 0.         0.2931917  0.19729427],Bayesian,1.0,200,0.0262759027389
17260,[0.29790499 0.22390344 0.         0.27552361 0.20266796],Bayesian,1.0,50,0.026225433418900004
17261,[0.28516649 0.22163272 0.         0.28591411 0.20728669],Bayesian,1.0,100,0.026245266764100002
17262,"[4.03618712e-01 1.14142023e-01 0.00000000e+00 4.82239265e-01
 4.85722573e-17]",Bayesian,1.0,200,0.02724662709035
17263,"[2.72707297e-01 2.30198268e-01 2.77555756e-17 2.82694154e-01
 2.14400281e-01]",Bayesian,1.0,50,0.02621555299225
17264,[0.3001206  0.21933715 0.         0.28249767 0.19804457],Bayesian,1.0,100,0.0262563892957
17265,"[2.77212966e-01 2.24853939e-01 5.55111512e-17 2.85722680e-01
 2.12210415e-01]",Bayesian,1.0,200,0.026232372641550004
17266,[0.31124174 0.21877893 0.         0.27220097 0.19777836],Bayesian,1.0,50,0.0262309432211
17267,[0.26235197 0.21409669 0.         0.31730746 0.20624389],Bayesian,1.0,100,0.0263347427046
17268,[0.34278591 0.14344246 0.         0.51377163 0.        ],Bayesian,1.0,200,0.027301294875100003
17269,[0.28917987 0.22809085 0.         0.27060518 0.2121241 ],Bayesian,1.0,50,0.026190774034600003
17270,[0.27764276 0.22036619 0.         0.29737379 0.20461727],Bayesian,1.0,100,0.0262810099993
17271,"[3.60819740e-01 1.34950833e-01 0.00000000e+00 5.04229427e-01
 2.11636264e-16]",Bayesian,1.0,200,0.02728441387769
17272,"[2.92948477e-01 2.49160582e-01 2.77555756e-17 2.45542601e-01
 2.12348340e-01]",Bayesian,1.0,50,0.02610696766457
17273,[0.27287027 0.24321558 0.         0.26938119 0.21453296],Bayesian,1.0,100,0.0261693670235
17274,"[2.75775707e-01 2.08046580e-01 2.77555756e-17 3.16758348e-01
 1.99419365e-01]",Bayesian,1.0,200,0.02635194765791
17275,"[2.98272148e-01 2.25349195e-01 1.38777878e-17 2.75647131e-01
 2.00731526e-01]",Bayesian,1.0,50,0.02622818700599
17276,"[2.75150450e-01 2.28611607e-01 6.93889390e-17 2.78030613e-01
 2.18207330e-01]",Bayesian,1.0,100,0.026197648082210003
17277,"[2.80445525e-01 2.35827862e-01 6.93889390e-17 2.89641809e-01
 1.94084804e-01]",Bayesian,1.0,200,0.02626755070161
17278,[0.27233162 0.22595719 0.         0.28686909 0.2148421 ],Bayesian,1.0,50,0.026229246837299998
17279,[0.28270633 0.22569835 0.         0.29106387 0.20053145],Bayesian,1.0,100,0.026267879932400002
17280,"[2.37067510e-01 1.94289029e-16 0.00000000e+00 7.62932490e-01
 3.01597939e-16]",Bayesian,1.0,200,0.028070736499300013
17281,"[2.90121345e-01 2.44008693e-01 2.77555756e-17 2.53713947e-01
 2.12156016e-01]",Bayesian,1.0,50,0.02613297593532
17282,[0.3024234  0.23038693 0.         0.26943369 0.19775598],Bayesian,1.0,100,0.0262134273049
17283,"[3.32104081e-01 0.00000000e+00 5.13911830e-17 6.67895919e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027826492511830003
17284,[0.26101803 0.23228586 0.         0.29096236 0.21573374],Bayesian,1.0,50,0.0262323496119
17285,"[2.96470403e-01 2.22529698e-01 1.38777878e-17 2.84473053e-01
 1.96526847e-01]",Bayesian,1.0,100,0.02626152222941
17286,"[2.94353748e-01 0.00000000e+00 4.66206934e-18 7.05646252e-01
 0.00000000e+00]",Bayesian,1.0,200,0.02792351086764
17287,[0.26488672 0.23979983 0.         0.28495787 0.21035558],Bayesian,1.0,50,0.026220535609500002
17288,[0.28106763 0.23452973 0.         0.28196763 0.202435  ],Bayesian,1.0,100,0.026232880241
17289,[0.3026578  0.21942912 0.         0.30468406 0.17322902],Bayesian,1.0,200,0.0263612198176
17290,"[2.73724080e-01 2.45967060e-01 2.77555756e-17 2.58539467e-01
 2.21769393e-01]",Bayesian,1.0,50,0.0261250611477
17291,[0.27705027 0.22769157 0.         0.28760508 0.20765307],Bayesian,1.0,100,0.026243451956400002
17292,"[3.71839800e-01 1.13695988e-01 2.42861287e-17 5.14464211e-01
 0.00000000e+00]",Bayesian,1.0,200,0.02732984660696
17293,[0.28604103 0.23559607 0.         0.26018046 0.21818243],Bayesian,1.0,50,0.026145534968199997
17294,[0.26586234 0.23674278 0.         0.27655008 0.2208448 ],Bayesian,1.0,100,0.026181434739599996
17295,[0.4603083  0.13164092 0.         0.40805078 0.        ],Bayesian,1.0,200,0.0270402136766
17296,[0.27005401 0.2304522  0.         0.29375519 0.2057386 ],Bayesian,1.0,50,0.0262604683603
17297,[0.28660041 0.23325058 0.         0.27702284 0.20312616],Bayesian,1.0,100,0.0262199894269
17298,"[2.75778189e-01 2.28653596e-01 1.38777878e-17 2.97995136e-01
 1.97573079e-01]",Bayesian,1.0,200,0.02628874322065
17299,"[2.73985420e-01 2.34578782e-01 5.55111512e-17 2.77075996e-01
 2.14359802e-01]",Bayesian,1.0,50,0.026197249988060004
17300,[0.29388606 0.22164393 0.         0.28373091 0.2007391 ],Bayesian,1.0,100,0.0262522824387
17301,[0.29914    0.24382544 0.         0.27274112 0.18429344],Bayesian,1.0,200,0.026235815443200004
17302,[0.27527622 0.24023572 0.         0.27695126 0.2075368 ],Bayesian,1.0,50,0.0262050065662
17303,[0.28064233 0.21342488 0.         0.29573613 0.21019666],Bayesian,1.0,100,0.026272279908299997
17304,[0.28750844 0.20741079 0.         0.3198545  0.18522628],Bayesian,1.0,200,0.026387869894699996
17305,[0.28896715 0.22251349 0.         0.28354614 0.20497322],Bayesian,1.0,50,0.0262428531242
17306,[0.27359594 0.22615135 0.         0.27837612 0.22187659],Bayesian,1.0,100,0.0261936685947
17307,"[4.58708699e-01 5.55111512e-17 0.00000000e+00 5.41291301e-01
 1.28938743e-16]",Bayesian,1.0,200,0.027501118643570004
17308,[0.28067156 0.234357   0.         0.27557311 0.20939832],Bayesian,1.0,50,0.026203162574000002
17309,[0.30398174 0.23261113 0.         0.28438954 0.17901758],Bayesian,1.0,100,0.0262860269103
17310,[0.2690088  0.22657235 0.         0.29404921 0.21036965],Bayesian,1.0,200,0.0262557781913
17311,[0.28416943 0.22357517 0.         0.28845655 0.20379885],Bayesian,1.0,50,0.026256783899999997
17312,[0.27848984 0.22873524 0.         0.28592112 0.2068538 ],Bayesian,1.0,100,0.0262397277284
17313,[0.31750414 0.23359535 0.         0.28549671 0.1634038 ],Bayesian,1.0,200,0.0263181213957
17314,[0.2529064  0.23262269 0.         0.27833117 0.23613973],Bayesian,1.0,50,0.0261602007459
17315,[0.28974601 0.22513097 0.         0.29202924 0.19309378],Bayesian,1.0,100,0.026285226278400003
17316,"[3.52205479e-01 1.46555605e-01 3.72965547e-17 5.01238916e-01
 0.00000000e+00]",Bayesian,1.0,200,0.027266283969620005
17317,[0.28458077 0.22733077 0.         0.27209983 0.21598863],Bayesian,1.0,50,0.0261878408142
17318,"[2.77752599e-01 2.31633557e-01 1.38777878e-17 2.92720351e-01
 1.97893493e-01]",Bayesian,1.0,100,0.026271886659279996
17319,"[3.93290316e-01 1.29492328e-01 0.00000000e+00 4.77217356e-01
 9.71445147e-17]",Bayesian,1.0,200,0.02721990550972
17320,[0.29883132 0.2226249  0.         0.26980381 0.20873997],Bayesian,1.0,50,0.0262001652396
17321,"[2.56574896e-01 2.27153344e-01 5.55111512e-17 3.15801989e-01
 2.00469771e-01]",Bayesian,1.0,100,0.026330266444099998
17322,[0.31689352 0.22022457 0.         0.30491577 0.15796614],Bayesian,1.0,200,0.026390556765700002
17323,"[2.88235616e-01 2.28358577e-01 1.38777878e-17 2.73894526e-01
 2.09511281e-01]",Bayesian,1.0,50,0.026204029440190003
17324,[0.31127843 0.23563446 0.         0.28295753 0.17012958],Bayesian,1.0,100,0.026296779748700004
17325,[0.28760198 0.21506762 0.         0.27981369 0.2175167 ],Bayesian,1.0,200,0.0262157528332
17326,[0.28423258 0.21081508 0.         0.28230672 0.22264563],Bayesian,1.0,50,0.026216088893599998
17327,[0.26884316 0.22628603 0.         0.28640699 0.21846382],Bayesian,1.0,100,0.026220773364700002
17328,[0.29241133 0.22504229 0.         0.29128354 0.19126283],Bayesian,1.0,200,0.026286923113800004
17329,[0.26958612 0.22714679 0.         0.26991215 0.23335493],Bayesian,1.0,50,0.026148866838500002
17330,[0.26709187 0.21514874 0.         0.30042125 0.21733814],Bayesian,1.0,100,0.0262689861363
17331,"[3.91596868e-01 1.75500864e-01 0.00000000e+00 4.32902267e-01
 2.08166817e-17]",Bayesian,1.0,200,0.02706460802248
17332,"[2.76571601e-01 2.28997655e-01 6.93889390e-17 2.83999575e-01
 2.10431168e-01]",Bayesian,1.0,50,0.0262276488379
17333,"[2.95338257e-01 2.31205111e-01 1.38777878e-17 3.07560013e-01
 1.65896620e-01]",Bayesian,1.0,100,0.02637216418302
17334,"[2.75612478e-01 2.17710674e-01 5.55111512e-17 3.10789612e-01
 1.95887236e-01]",Bayesian,1.0,200,0.02633472733076
17335,[0.28366609 0.23532448 0.         0.27033574 0.21067369],Bayesian,1.0,50,0.026186370598099997
17336,[0.27410067 0.23145916 0.         0.29106779 0.20337238],Bayesian,1.0,100,0.026257222282900002
17337,"[2.74187573e-01 2.19847596e-01 5.55111512e-17 3.10891916e-01
 1.95072915e-01]",Bayesian,1.0,200,0.02633463866177
17338,"[2.73466366e-01 2.41386914e-01 2.77555756e-17 2.71187642e-01
 2.13959078e-01]",Bayesian,1.0,50,0.026176762996800003
17339,"[2.91188406e-01 2.18678815e-01 4.16333634e-17 2.79971117e-01
 2.10161662e-01]",Bayesian,1.0,100,0.026227102829530002
17340,"[3.40803164e-01 4.16333634e-17 0.00000000e+00 6.59196836e-01
 1.75044441e-16]",Bayesian,1.0,200,0.027804135868520007
17341,[0.27621262 0.22985975 0.         0.26551786 0.22840977],Bayesian,1.0,50,0.026144676269100005
17342,[0.29573446 0.22313697 0.         0.28435521 0.19677337],Bayesian,1.0,100,0.0262601972737
17343,[0.27783404 0.21616974 0.         0.31350838 0.19248783],Bayesian,1.0,200,0.026349661997600003
17344,[0.27177291 0.22282662 0.         0.27940361 0.22599686],Bayesian,1.0,50,0.0261913493799
17345,"[2.79951997e-01 2.36133526e-01 2.77555756e-17 2.76193777e-01
 2.07720699e-01]",Bayesian,1.0,100,0.02620639685831
17346,[0.29077712 0.22306393 0.         0.29694233 0.18921662],Bayesian,1.0,200,0.0263071961745
17347,[0.26809165 0.24188651 0.         0.28915751 0.20086433],Bayesian,1.0,50,0.0262477687848
17348,"[2.83989019e-01 2.29996330e-01 2.77555756e-17 2.86694634e-01
 1.99320017e-01]",Bayesian,1.0,100,0.02625512087957
17349,[0.28404512 0.22156219 0.         0.31669432 0.17769838],Bayesian,1.0,200,0.026381540819099998
17350,"[2.70118589e-01 2.31023422e-01 5.55111512e-17 2.78161550e-01
 2.20696438e-01]",Bayesian,1.0,50,0.02619100995225
17351,[0.28841694 0.21876638 0.         0.28229914 0.21051754],Bayesian,1.0,100,0.026232320195599998
17352,"[2.76173989e-01 2.24646261e-01 9.71445147e-17 2.96733909e-01
 2.02445840e-01]",Bayesian,1.0,200,0.02627970401392001
17353,[0.28322712 0.24392192 0.         0.25654583 0.21630512],Bayesian,1.0,50,0.0261323239124
17354,"[2.73312536e-01 2.22040278e-01 5.55111512e-17 3.01645481e-01
 2.03001706e-01]",Bayesian,1.0,100,0.0262935993695
17355,"[3.36946632e-01 0.00000000e+00 5.99462157e-17 6.63053368e-01
 3.91159815e-17]",Bayesian,1.0,200,0.027814047155760004
17356,"[2.74926224e-01 2.42334186e-01 5.55111512e-17 2.64256086e-01
 2.18483504e-01]",Bayesian,1.0,50,0.026149364210900004
17357,[0.27286149 0.22847225 0.         0.28343904 0.21522722],Bayesian,1.0,100,0.0262174247732
17358,[0.2660009  0.20734721 0.         0.34171425 0.18493764],Bayesian,1.0,200,0.026444663488299998
17359,"[2.66682724e-01 2.36560269e-01 2.77555756e-17 2.72513121e-01
 2.24243887e-01]",Bayesian,1.0,50,0.026164663803069997
17360,[0.26599657 0.25434526 0.         0.26922959 0.21042859],Bayesian,1.0,100,0.0261668823947
17361,[0.29472352 0.21737521 0.         0.29310105 0.19480022],Bayesian,1.0,200,0.026291667584899998
17362,"[2.88098140e-01 2.38078426e-01 2.77555756e-17 2.63406214e-01
 2.10417221e-01]",Bayesian,1.0,50,0.02616657817616
17363,"[3.11653474e-01 2.34529984e-01 5.55111512e-17 2.67599333e-01
 1.86217210e-01]",Bayesian,1.0,100,0.02622725411102
17364,"[3.48562035e-01 1.19509358e-01 4.85722573e-17 5.31928607e-01
 0.00000000e+00]",Bayesian,1.0,200,0.02736949809779
17365,[0.274444   0.23088087 0.         0.27300301 0.22167211],Bayesian,1.0,50,0.026175997519300002
17366,"[2.89702422e-01 2.28066980e-01 5.55111512e-17 2.91772380e-01
 1.90458218e-01]",Bayesian,1.0,100,0.026287010373860005
17367,"[3.46487854e-01 1.11194917e-01 3.98986399e-17 5.42317229e-01
 0.00000000e+00]",Bayesian,1.0,200,0.02740367985323
17368,"[2.69658705e-01 2.29269344e-01 2.77555756e-17 2.82869723e-01
 2.18202228e-01]",Bayesian,1.0,50,0.026209502478470002
17369,"[2.73137352e-01 2.09897989e-01 5.55111512e-17 3.10353453e-01
 2.06611206e-01]",Bayesian,1.0,100,0.026319940556530003
17370,[0.29398991 0.22068264 0.         0.29133714 0.19399031],Bayesian,1.0,200,0.026285720775500003
17371,[0.28758417 0.22327502 0.         0.27007898 0.21906183],Bayesian,1.0,50,0.026180366128700002
17372,"[2.83494592e-01 2.26393496e-01 6.93889390e-17 2.82673570e-01
 2.07438341e-01]",Bayesian,1.0,100,0.02623236090426
17373,[0.28123456 0.22946836 0.         0.29956908 0.189728  ],Bayesian,1.0,200,0.0263071959716
17374,[0.2825493  0.23384308 0.         0.27681601 0.20679161],Bayesian,1.0,50,0.0262118505664
17375,"[2.82047037e-01 2.25356173e-01 2.77555756e-17 2.82276900e-01
 2.10319890e-01]",Bayesian,1.0,100,0.0262267136896
17376,[0.27195861 0.22592347 0.         0.29637385 0.20574407],Bayesian,1.0,200,0.0262712636164
17377,[0.26895601 0.2305343  0.         0.28542423 0.21508546],Bayesian,1.0,50,0.0262209444633
17378,[0.29433741 0.22149527 0.         0.28607744 0.19808988],Bayesian,1.0,100,0.0262635598094
17379,[0.28625704 0.21480037 0.         0.3221737  0.17676889],Bayesian,1.0,200,0.0264035021183
17380,[0.28056001 0.22481757 0.         0.26600987 0.22861255],Bayesian,1.0,50,0.0261500873314
17381,[0.28001606 0.23901014 0.         0.26833689 0.21263692],Bayesian,1.0,100,0.0261741276868
17382,[0.41691318 0.14974199 0.         0.43334483 0.        ],Bayesian,1.0,200,0.0270889284221
17383,"[2.67288839e-01 2.31250851e-01 1.38777878e-17 2.70500766e-01
 2.30959543e-01]",Bayesian,1.0,50,0.02615130925862
17384,[0.27802241 0.23775532 0.         0.28132574 0.20289653],Bayesian,1.0,100,0.0262274370609
